Bitcoin;BTC;https://coinmarketcap.com/currencies/bitcoin/;8328.70794669
Ethereum;ETH;https://coinmarketcap.com/currencies/ethereum/;255.911742999
XRP;XRP;https://coinmarketcap.com/currencies/ripple/;0.422276675916
Bitcoin Cash;BCH;https://coinmarketcap.com/currencies/bitcoin-cash/;423.238945843
EOS;EOS;https://coinmarketcap.com/currencies/eos/;7.43513853835
Litecoin;LTC;https://coinmarketcap.com/currencies/litecoin/;106.598926502
Binance Coin;BNB;https://coinmarketcap.com/currencies/binance-coin/;31.7847290622
Bitcoin SV;BSV;https://coinmarketcap.com/currencies/bitcoin-sv/;184.57847697
Tether;USDT;https://coinmarketcap.com/currencies/tether/;0.998484086178
Stellar;XLM;https://coinmarketcap.com/currencies/stellar/;0.129279772683
Cardano;ADA;https://coinmarketcap.com/currencies/cardano/;0.0845294602267
TRON;TRX;https://coinmarketcap.com/currencies/tron/;0.0314205276497
Monero;XMR;https://coinmarketcap.com/currencies/monero/;91.4367289833
Dash;DASH;https://coinmarketcap.com/currencies/dash/;159.883138685
IOTA;MIOTA;https://coinmarketcap.com/currencies/iota/;0.47854040091
Cosmos;ATOM;https://coinmarketcap.com/currencies/cosmos/;5.45427897738
Tezos;XTZ;https://coinmarketcap.com/currencies/tezos/;1.45272532863
Ethereum Classic;ETC;https://coinmarketcap.com/currencies/ethereum-classic/;8.02539118513
NEM;XEM;https://coinmarketcap.com/currencies/nem/;0.0972624571663
NEO;NEO;https://coinmarketcap.com/currencies/neo/;12.8587099721
Maker;MKR;https://coinmarketcap.com/currencies/maker/;724.647988436
Ontology;ONT;https://coinmarketcap.com/currencies/ontology/;1.45267050823
Zcash;ZEC;https://coinmarketcap.com/currencies/zcash/;84.268961347
Bitcoin Gold;BTG;https://coinmarketcap.com/currencies/bitcoin-gold/;27.4464201617
Crypto.com Chain;CRO;https://coinmarketcap.com/currencies/crypto-com-chain/;0.0660246840845
Basic Attenti...;BAT;https://coinmarketcap.com/currencies/basic-attention-token/;0.334535640274
VeChain;VET;https://coinmarketcap.com/currencies/vechain/;0.00737679315024
Dogecoin;DOGE;https://coinmarketcap.com/currencies/dogecoin/;0.00340300792297
Chainlink;LINK;https://coinmarketcap.com/currencies/chainlink/;0.998857869621
USD Coin;USDC;https://coinmarketcap.com/currencies/usd-coin/;1.00165486736
BitTorrent;BTT;https://coinmarketcap.com/currencies/bittorrent/;0.00148977241806
OmiseGO;OMG;https://coinmarketcap.com/currencies/omisego/;2.1438616521
Qtum;QTUM;https://coinmarketcap.com/currencies/qtum/;3.11898042475
Holo;HOT;https://coinmarketcap.com/currencies/holo/;0.00218706232887
Decred;DCR;https://coinmarketcap.com/currencies/decred/;27.7809272716
Waves;WAVES;https://coinmarketcap.com/currencies/waves/;2.53386023848
Bitcoin Diamond;BCD;https://coinmarketcap.com/currencies/bitcoin-diamond/;1.33109443467
Lisk;LSK;https://coinmarketcap.com/currencies/lisk/;2.08308542676
TrueUSD;TUSD;https://coinmarketcap.com/currencies/trueusd/;1.00198225281
Ravencoin;RVN;https://coinmarketcap.com/currencies/ravencoin/;0.0617231972504
Nano;NANO;https://coinmarketcap.com/currencies/nano/;1.66515733124
Augur;REP;https://coinmarketcap.com/currencies/augur/;18.9593228222
Pundi X;NPXS;https://coinmarketcap.com/currencies/pundi-x/;0.00097570976073
0x;ZRX;https://coinmarketcap.com/currencies/0x/;0.32463127631
Bytecoin;BCN;https://coinmarketcap.com/currencies/bytecoin-bcn/;0.00103202793925
ICON;ICX;https://coinmarketcap.com/currencies/icon/;0.384252142808
BitShares;BTS;https://coinmarketcap.com/currencies/bitshares/;0.0665408580891
DigiByte;DGB;https://coinmarketcap.com/currencies/digibyte/;0.0148761227257
Zilliqa;ZIL;https://coinmarketcap.com/currencies/zilliqa/;0.0195511484448
Paxos Standar...;PAX;https://coinmarketcap.com/currencies/paxos-standard-token/;1.00025178494
Aurora;AOA;https://coinmarketcap.com/currencies/aurora/;0.0254496798823
Huobi Token;HT;https://coinmarketcap.com/currencies/huobi-token/;3.17822357545
IOST;IOST;https://coinmarketcap.com/currencies/iostoken/;0.013175880208
Komodo;KMD;https://coinmarketcap.com/currencies/komodo/;1.38437820569
MonaCoin;MONA;https://coinmarketcap.com/currencies/monacoin/;2.38561954303
Verge;XVG;https://coinmarketcap.com/currencies/verge/;0.00962206348327
Aeternity;AE;https://coinmarketcap.com/currencies/aeternity/;0.534376497652
Siacoin;SC;https://coinmarketcap.com/currencies/siacoin/;0.00338586745036
Dent;DENT;https://coinmarketcap.com/currencies/dent/;0.00180187916571
ABBC Coin;ABBC;https://coinmarketcap.com/currencies/abbc-coin/;0.254896081131
Qubitica;QBIT;https://coinmarketcap.com/currencies/qubitica/;45.664304713
Bytom;BTM;https://coinmarketcap.com/currencies/bytom/;0.126146413144
Steem;STEEM;https://coinmarketcap.com/currencies/steem/;0.384972228958
Enjin Coin;ENJ;https://coinmarketcap.com/currencies/enjin-coin/;0.153323086083
THETA;THETA;https://coinmarketcap.com/currencies/theta/;0.132242735247
ThoreCoin;THR;https://coinmarketcap.com/currencies/thorecoin/;1244.76354173
Crypto.com;MCO;https://coinmarketcap.com/currencies/crypto-com/;6.5417679959
KuCoin Shares;KCS;https://coinmarketcap.com/currencies/kucoin-shares/;1.14562755724
Mixin;XIN;https://coinmarketcap.com/currencies/mixin/;229.312488762
MaidSafeCoin;MAID;https://coinmarketcap.com/currencies/maidsafecoin/;0.221552436324
Waltonchain;WTC;https://coinmarketcap.com/currencies/waltonchain/;2.34176897502
Stratis;STRAT;https://coinmarketcap.com/currencies/stratis/;0.96910590854
Status;SNT;https://coinmarketcap.com/currencies/status/;0.0276284168263
Golem;GNT;https://coinmarketcap.com/currencies/golem-network-tokens/;0.0944829231405
TrueChain;TRUE;https://coinmarketcap.com/currencies/truechain/;1.11847933134
Cryptonex;CNX;https://coinmarketcap.com/currencies/cryptonex/;1.56720287917
SOLVE;SOLVE;https://coinmarketcap.com/currencies/solve/;0.26791818022
Insight Chain;INB;https://coinmarketcap.com/currencies/insight-chain/;0.239636242794
VestChain;VEST;https://coinmarketcap.com/currencies/vestchain/;0.011818155911
aelf;ELF;https://coinmarketcap.com/currencies/aelf/;0.219945801478
Dai;DAI;https://coinmarketcap.com/currencies/dai/;1.00555178634
